position,x,y,z,yaw,pitch,roll
goal_down_left,-24.66240119934082,-180.57626342773438,9.234415054321289,179.32513427734375,277.9729766845703,359.99990863182757
goal_down_right,-24.715946197509766,-185.12118530273438,9.234415054321289,179.32513427734375,277.9729766845703,359.99990863182757
goal_upper_left,-28.526430130004883,-181.07376098632812,8.91551399230957,179.32513427734375,277.9729766845703,359.99990863182757
goal_upper_right,-28.57109832763672,-184.86520385742188,8.91551399230957,179.32513427734375,277.9729766845703,359.99990863182757
goal_orientation,-24.715946197509766,-185.12118530273438,9.234415054321289,184.6204071044922,18.092802047729492,359.99990849744063
spectator,-18.235483169555664,-185.08001708984375,17.08538246154785,180.36407470703125,309.538028717041,359.9999084653682
map_id,1,0,0,0,0,0
